source,target,weight
1010370,1009477,2
1010370,1009312,3
1010370,1016181,1
1010370,1009382,1
1009337,1009182,17
1009337,1011490,2
1009337,1009508,8
1009337,1009219,19
1009337,1009719,7
1009337,1009554,18
1009337,1009499,149
1009337,1009343,1
1009337,1009277,10
1009337,1009389,1
1009337,1009224,1
1009337,1009381,21
1009337,1009480,3
1009337,1009267,51
1009337,1010738,27
1009337,1009705,9
1009337,1009379,3
1009337,1009477,3
1009337,1009312,3
1009337,1009327,8
1009337,1009382,26
1009337,1009297,1
1009337,1009638,8
1009337,1009325,1
1009337,1010354,6
1011010,1009508,1
1011010,1011109,21
1011010,1009372,4
1011010,1009608,5
1011010,1016181,2
1011010,1009325,2
1009182,1011490,2
1009182,1009508,17
1009182,1009219,54
1009182,1009719,3
1009182,1009554,23
1009182,1009499,20
1009182,1009343,5
1009182,1009277,13
1009182,1009224,1
1009182,1009381,36
1009182,1010738,4
1009182,1009705,26
1009182,1009477,1
1009182,1009327,28
1009182,1009382,13
1009182,1009297,1
1009182,1009638,12
1009182,1009722,19
1009182,1010354,1
1011490,1009466,4
1011490,1011299,1
1011490,1009719,40
1011490,1009372,1
1011490,1009499,2
1011490,1009343,26
1011490,1009277,1
1011490,1009452,1
1011490,1009224,17
1011490,1009288,2
1011490,1009365,2
1011490,1009480,3
1011490,1011023,2
1011490,1009379,3
1011490,1009477,1
1011490,1009608,4
1011490,1009312,3
1011490,1009327,1
1011490,1009382,8
1011490,1009297,11
1011490,1009325,15
1011490,1009577,3
1011490,1010354,2
1009508,1009466,8
1009508,1011299,6
1009508,1009219,8
1009508,1009719,1
1009508,1011109,3
1009508,1009554,12
1009508,1009499,6
1009508,1009277,5
1009508,1010771,42
1009508,1009381,16
1009508,1009267,6
1009508,1010738,2
1009508,1009705,1
1009508,1009608,1
1009508,1009312,1
1009508,1009327,26
1009508,1016181,1
1009508,1009382,14
1009508,1009638,5
1009508,1009722,5
1009508,1010354,1
1009466,1011299,1
1009466,1009219,2
1009466,1009719,3
1009466,1009372,4
1009466,1009343,19
1009466,1009277,2
1009466,1009452,4
1009466,1009224,7
1009466,1009652,4
1009466,1009381,2
1009466,1009480,2
1009466,1009267,4
1009466,1011023,10
1009466,1009477,2
1009466,1009608,11
1009466,1009312,16
1009466,1009327,6
1009466,1016181,1
1009466,1009382,4
1009466,1009297,1
1009466,1009638,1
1009466,1009325,4
1009466,1009577,2
1009466,1009722,6
1009466,1010354,2
1011299,1009719,1
1011299,1009452,2
1011299,1009224,3
1011299,1009652,24
1011299,1009365,8
1011299,1009480,1
1011299,1011023,3
1011299,1009477,7
1011299,1009312,6
1011299,1016181,1
1011299,1010373,1
1011299,1009297,1
1011299,1009722,3
1011299,1010354,11
1009219,1009719,1
1009219,1011109,8
1009219,1009554,10
1009219,1009499,16
1009219,1009343,2
1009219,1009277,51
1009219,1009389,2
1009219,1010771,1
1009219,1009288,3
1009219,1009381,28
1009219,1009480,1
1009219,1009267,8
1009219,1010738,11
1009219,1009705,90
1009219,1009477,2
1009219,1009608,1
1009219,1009327,18
1009219,1009382,14
1009219,1009297,1
1009219,1009638,109
1009219,1009577,1
1009219,1010354,13
1009719,1009372,3
1009719,1009499,1
1009719,1009343,22
1009719,1009452,3
1009719,1009609,3
1009719,1009224,4
1009719,1009652,1
1009719,1009365,1
1009719,1009477,8
1009719,1009608,15
1009719,1009327,1
1009719,1016181,1
1009719,1009382,4
1009719,1009297,6
1009719,1010354,2
1011109,1009372,1
1011109,1009381,2
1011109,1009608,1
1011109,1009327,6
1011109,1009638,6
1009554,1009499,20
1009554,1009343,2
1009554,1009277,39
1009554,1009381,28
1009554,1009267,5
1009554,1010738,4
1009554,1009705,29
1009554,1009327,10
1009554,1009382,14
1009554,1009638,3
1009554,1009577,1
1009554,1009722,4
1009554,1010354,1
1009372,1009389,15
1009372,1009609,2
1009372,1009288,2
1009372,1009365,1
1009372,1010738,2
1009372,1009477,2
1009372,1009608,16
1009372,1009327,1
1009372,1016181,3
1009372,1010373,1
1009372,1009325,15
1009372,1009577,3
1009499,1009343,1
1009499,1009277,4
1009499,1009224,1
1009499,1009381,22
1009499,1009480,1
1009499,1009267,6
1009499,1010738,26
1009499,1009705,13
1009499,1009379,2
1009499,1009477,3
1009499,1009312,1
1009499,1009327,6
1009499,1009382,20
1009499,1009638,8
1009499,1010354,1
1009343,1009452,3
1009343,1009389,4
1009343,1009224,6
1009343,1009288,6
1009343,1009365,2
1009343,1009480,13
1009343,1009267,1
1009343,1009379,9
1009343,1009477,4
1009343,1009608,1
1009343,1009312,2
1009343,1009327,2
1009343,1009382,4
1009343,1009297,9
1009343,1009325,5
1009343,1009722,1
1009343,1010354,1
1009277,1009288,2
1009277,1009381,16
1009277,1009365,2
1009277,1009267,3
1009277,1010738,1
1009277,1009705,118
1009277,1009379,1
1009277,1009477,2
1009277,1009312,2
1009277,1009327,3
1009277,1009382,6
1009277,1009638,41
1009277,1009325,1
1009277,1009577,2
1009277,1009722,11
1009277,1010354,4
1009452,1009389,10
1009452,1009224,3
1009452,1009652,4
1009452,1009288,9
1009452,1009267,1
1009452,1011023,1
1009452,1009379,1
1009452,1009477,5
1009452,1009608,4
1009452,1009327,1
1009452,1010373,1
1009452,1009297,6
1009452,1009325,8
1009452,1009577,7
1009452,1010354,2
1009389,1009609,4
1009389,1009224,3
1009389,1009652,3
1009389,1009288,34
1009389,1009381,1
1009389,1009480,1
1009389,1009267,2
1009389,1009608,4
1009389,1009327,5
1009389,1009297,4
1009389,1009325,3
1009389,1009577,8
1009389,1010354,2
1009609,1009224,1
1009609,1009652,2
1009609,1009267,1
1009609,1009477,2
1009609,1009327,2
1009609,1009722,3
1009609,1010354,1
1009224,1010771,2
1009224,1009652,26
1009224,1009288,2
1009224,1009365,3
1009224,1009480,3
1009224,1011023,2
1009224,1009379,14
1009224,1009477,4
1009224,1009312,7
1009224,1009327,1
1009224,1009297,3
1009224,1009325,1
1009224,1010354,7
1010771,1009267,5
1010771,1009705,1
1010771,1009327,7
1010771,1009382,14
1010771,1010354,1
1009652,1009288,3
1009652,1009365,6
1009652,1009480,6
1009652,1011023,4
1009652,1009379,2
1009652,1009477,8
1009652,1009608,1
1009652,1009312,22
1009652,1009327,2
1009652,1009382,1
1009652,1009297,3
1009652,1010354,34
1009288,1009267,1
1009288,1009379,1
1009288,1009608,1
1009288,1009327,2
1009288,1009297,3
1009288,1009325,1
1009288,1009577,9
1009381,1009267,4
1009381,1010738,3
1009381,1009705,20
1009381,1009327,13
1009381,1009382,11
1009381,1009638,12
1009381,1009722,2
1009381,1010354,2
1009365,1009267,1
1009365,1010738,1
1009365,1009379,2
1009365,1009477,1
1009365,1009312,5
1009365,1016181,2
1009480,1010738,1
1009480,1009379,2
1009480,1009477,1
1009480,1009608,3
1009480,1009312,12
1009480,1009327,1
1009480,1009638,1
1009480,1010354,3
1009267,1009705,5
1009267,1009608,1
1009267,1009327,7
1009267,1009382,11
1009267,1009638,6
1009267,1009325,1
1009267,1010354,3
1010738,1009705,4
1010738,1009379,6
1010738,1009327,26
1010738,1009382,3
1010738,1009638,5
1010738,1009722,1
1010738,1010354,2
1009705,1009477,2
1009705,1009327,5
1009705,1009382,9
1009705,1009638,84
1009705,1009722,33
1009705,1010354,4
1011023,1009379,1
1011023,1009312,3
1011023,1010354,1
1009379,1009327,4
1009379,1009297,4
1009379,1010354,1
1009477,1009312,14
1009477,1016181,1
1009477,1009382,6
1009477,1009297,1
1009477,1010354,4
1009608,1009312,4
1009608,1009327,1
1009608,1016181,1
1009608,1009297,4
1009608,1009638,1
1009608,1009325,2
1009608,1009577,5
1009312,1016181,1
1009312,1009382,2
1009312,1010373,1
1009312,1009638,2
1009312,1009325,3
1009312,1010354,19
1009327,1016181,1
1009327,1009382,5
1009327,1009297,2
1009327,1009638,9
1009327,1009722,13
1009327,1010354,5
1016181,1009297,1
1016181,1009325,1
1016181,1009722,1
1009382,1009638,3
1009382,1009325,4
1009382,1009722,1
1009382,1010354,2
1009297,1009325,7
1009297,1009577,10
1009297,1010354,1
1009638,1009325,1
1009638,1009577,1
1009638,1010354,23
1009325,1010354,2
